Record_Number,Channel,CAN_ID_Hex,Frame_Type,Length,Timestamp,Data_Hex,First_4_Bytes,Float_Value
864,0,0x10F,STD,8,2026-01-28T18:46:55.931342,03 00 03 00 18 FF 82 3D,03000300,0.000000
865,0,0x110,STD,8,2026-01-28T18:46:55.955349,03 00 03 00 14 59 B4 47,03000300,0.000000
866,0,0x10F,STD,8,2026-01-28T18:46:56.012361,03 00 03 00 CA 9A 82 3D,03000300,0.000000
867,0,0x110,STD,8,2026-01-28T18:46:56.036367,03 00 03 00 36 BD E1 48,03000300,0.000000
868,0,0x10F,STD,8,2026-01-28T18:46:56.084378,03 00 03 00 1A CC 71 3D,03000300,0.000000
869,0,0x110,STD,8,2026-01-28T18:46:56.108383,03 00 03 00 0D D2 9D 48,03000300,0.000000
870,0,0x10F,STD,8,2026-01-28T18:46:56.165158,03 00 03 00 58 D3 97 3D,03000300,0.000000
871,0,0x110,STD,8,2026-01-28T18:46:56.189163,03 00 03 00 EF 88 E4 48,03000300,0.000000
872,0,0x10F,STD,8,2026-01-28T18:46:56.245276,03 00 03 00 7B D5 73 3D,03000300,0.000000
873,0,0x110,STD,8,2026-01-28T18:46:56.269280,03 00 03 00 40 D4 8D 48,03000300,0.000000
874,0,0x10F,STD,8,2026-01-28T18:46:56.326294,03 00 03 00 17 A3 A1 3D,03000300,0.000000
875,0,0x110,STD,8,2026-01-28T18:46:56.357301,03 00 03 00 96 1C 49 48,03000300,0.000000
876,0,0x10F,STD,8,2026-01-28T18:46:56.403311,03 00 03 00 BF 63 85 3D,03000300,0.000000
877,0,0x110,STD,8,2026-01-28T18:46:56.426852,03 00 03 00 D8 C4 A6 48,03000300,0.000000
878,0,0x110,STD,8,2026-01-28T18:46:56.472862,03 00 01 00 00 00 00 00,03000100,0.000000
879,0,0x10F,STD,8,2026-01-28T18:46:56.472862,03 00 02 00 19 80 39 41,03000200,0.000000
880,0,0x110,STD,8,2026-01-28T18:46:56.473863,03 00 02 00 19 80 39 41,03000200,0.000000
881,0,0x10F,STD,8,2026-01-28T18:46:56.473863,03 00 01 00 00 00 00 00,03000100,0.000000
882,0,0x10F,STD,8,2026-01-28T18:46:56.486866,03 00 03 00 28 91 92 3D,03000300,0.000000
883,0,0x110,STD,8,2026-01-28T18:46:56.510871,03 00 03 00 42 26 6D 48,03000300,0.000000
884,0,0x10F,STD,8,2026-01-28T18:46:56.567884,03 00 03 00 68 80 A3 3D,03000300,0.000000
885,0,0x110,STD,8,2026-01-28T18:46:56.590738,03 00 03 00 5C 0E 5E 48,03000300,0.000000
886,0,0x10F,STD,8,2026-01-28T18:46:56.647724,03 00 03 00 1B ED 81 3D,03000300,0.000000
887,0,0x110,STD,8,2026-01-28T18:46:56.671729,03 00 03 00 2D A3 2E 48,03000300,0.000000
888,0,0x10F,STD,8,2026-01-28T18:46:56.728742,03 00 03 00 81 A0 90 3D,03000300,0.000000
889,0,0x110,STD,8,2026-01-28T18:46:56.752748,03 00 03 00 91 A6 75 48,03000300,0.000000
890,0,0x10F,STD,8,2026-01-28T18:46:56.809760,03 00 03 00 41 07 28 3D,03000300,0.000000
891,0,0x110,STD,8,2026-01-28T18:46:56.833766,03 00 03 00 D9 C2 A4 48,03000300,0.000000
892,0,0x10F,STD,8,2026-01-28T18:46:56.879776,03 00 03 00 04 62 5F 3D,03000300,0.000000
893,0,0x110,STD,8,2026-01-28T18:46:56.903781,03 00 03 00 34 25 84 48,03000300,0.000000
894,0,0x10F,STD,8,2026-01-28T18:46:56.960331,03 00 03 00 25 C7 1E 3D,03000300,0.000000
895,0,0x110,STD,8,2026-01-28T18:46:56.984337,03 00 03 00 FE 40 02 49,03000300,0.000000
896,0,0x10F,STD,8,2026-01-28T18:46:57.041350,03 00 03 00 01 1A 00 3D,03000300,0.000000
897,0,0x110,STD,8,2026-01-28T18:46:57.065355,03 00 03 00 D9 C2 D8 48,03000300,0.000000
898,0,0x10F,STD,8,2026-01-28T18:46:57.121540,03 00 03 00 D4 B2 42 3D,03000300,0.000000
899,0,0x110,STD,8,2026-01-28T18:46:57.145546,03 00 03 00 A6 0B 8F 48,03000300,0.000000
900,0,0x10F,STD,8,2026-01-28T18:46:57.202559,03 00 03 00 E7 DF FF 3C,03000300,0.000000
901,0,0x110,STD,8,2026-01-28T18:46:57.226564,03 00 03 00 15 63 C8 48,03000300,0.000000
902,0,0x10F,STD,8,2026-01-28T18:46:57.283577,03 00 03 00 37 CE 5D 3D,03000300,0.000000
903,0,0x110,STD,8,2026-01-28T18:46:57.307086,03 00 03 00 EF 30 9E 48,03000300,0.000000
904,0,0x10F,STD,8,2026-01-28T18:46:57.364099,03 00 03 00 89 56 11 3D,03000300,0.000000
905,0,0x110,STD,8,2026-01-28T18:46:57.387607,03 00 03 00 C1 64 D5 48,03000300,0.000000
906,0,0x10F,STD,8,2026-01-28T18:46:57.444620,03 00 03 00 36 8E 80 3D,03000300,0.000000
907,0,0x110,STD,8,2026-01-28T18:46:57.468625,03 00 03 00 03 1F 02 49,03000300,0.000000
908,0,0x110,STD,8,2026-01-28T18:46:57.514636,03 00 01 00 00 00 00 00,03000100,0.000000
909,0,0x110,STD,8,2026-01-28T18:46:57.514636,03 00 01 00 00 00 00 00,03000100,0.000000
910,0,0x10F,STD,8,2026-01-28T18:46:57.514636,03 00 02 00 EA 67 46 41,03000200,0.000000
911,0,0x110,STD,8,2026-01-28T18:46:57.514636,03 00 02 00 EA 67 46 41,03000200,0.000000
912,0,0x10F,STD,8,2026-01-28T18:46:57.527638,03 00 03 00 E6 85 53 3D,03000300,0.000000
913,0,0x110,STD,8,2026-01-28T18:46:57.540641,03 00 03 00 11 F9 91 48,03000300,0.000000
914,0,0x10F,STD,8,2026-01-28T18:46:57.597654,03 00 03 00 CC 36 37 3D,03000300,0.000000
915,0,0x110,STD,8,2026-01-28T18:46:57.621660,03 00 03 00 9F 2D 8F 48,03000300,0.000000
916,0,0x10F,STD,8,2026-01-28T18:46:57.678673,03 00 03 00 84 81 82 3D,03000300,0.000000
917,0,0x110,STD,8,2026-01-28T18:46:57.702683,03 00 03 00 6E 4E 73 48,03000300,0.000000
918,0,0x10F,STD,8,2026-01-28T18:46:57.759695,03 00 03 00 CC 32 0E 3D,03000300,0.000000
919,0,0x110,STD,8,2026-01-28T18:46:57.783204,03 00 03 00 51 44 25 48,03000300,0.000000
920,0,0x10F,STD,8,2026-01-28T18:46:57.840217,03 00 03 00 C3 0B 5C 3D,03000300,0.000000
921,0,0x110,STD,8,2026-01-28T18:46:57.864223,03 00 03 00 1A 0C 4B 47,03000300,0.000000
922,0,0x10F,STD,8,2026-01-28T18:46:57.921236,03 00 03 00 B0 74 3A 3D,03000300,0.000000
923,0,0x110,STD,8,2026-01-28T18:46:57.945241,03 00 03 00 5E 13 9C 47,03000300,0.000000
924,0,0x10F,STD,8,2026-01-28T18:46:58.002253,03 00 03 00 03 74 3E 3D,03000300,0.000000
925,0,0x110,STD,8,2026-01-28T18:46:58.026259,03 00 03 00 4B B3 CD 48,03000300,0.000000
926,0,0x10F,STD,8,2026-01-28T18:46:58.083272,03 00 03 00 D4 ED 69 3D,03000300,0.000000
927,0,0x110,STD,8,2026-01-28T18:46:58.107277,03 00 03 00 18 3A D1 48,03000300,0.000000
928,0,0x10F,STD,8,2026-01-28T18:46:58.164290,03 00 03 00 61 BC 54 3D,03000300,0.000000
929,0,0x110,STD,8,2026-01-28T18:46:58.188295,03 00 03 00 98 45 C5 48,03000300,0.000000
930,0,0x10F,STD,8,2026-01-28T18:46:58.244811,03 00 03 00 BC 4A 85 3D,03000300,0.000000
931,0,0x110,STD,8,2026-01-28T18:46:58.268817,03 00 03 00 25 B1 B2 48,03000300,0.000000
932,0,0x10F,STD,8,2026-01-28T18:46:58.314673,03 00 03 00 7C 74 60 3D,03000300,0.000000
933,0,0x110,STD,8,2026-01-28T18:46:58.338678,03 00 03 00 99 6B 51 48,03000300,0.000000
934,0,0x10F,STD,8,2026-01-28T18:46:58.404214,03 00 03 00 85 12 72 3D,03000300,0.000000
935,0,0x110,STD,8,2026-01-28T18:46:58.427723,03 00 03 00 AB 27 CD 48,03000300,0.000000
936,0,0x10F,STD,8,2026-01-28T18:46:58.473733,03 00 03 00 6B 22 5F 3D,03000300,0.000000
937,0,0x110,STD,8,2026-01-28T18:46:58.497739,03 00 03 00 22 09 95 48,03000300,0.000000
938,0,0x10F,STD,8,2026-01-28T18:46:58.554752,03 00 03 00 43 99 68 3D,03000300,0.000000
939,0,0x10F,STD,8,2026-01-28T18:46:58.567754,03 00 01 00 00 00 00 00,03000100,0.000000
940,0,0x110,STD,8,2026-01-28T18:46:58.567754,03 00 01 00 00 00 00 00,03000100,0.000000
941,0,0x10F,STD,8,2026-01-28T18:46:58.567754,03 00 02 00 46 78 39 41,03000200,0.000000
942,0,0x110,STD,8,2026-01-28T18:46:58.567754,03 00 02 00 46 78 39 41,03000200,0.000000
943,0,0x110,STD,8,2026-01-28T18:46:58.580757,03 00 03 00 22 0D 19 48,03000300,0.000000
944,0,0x10F,STD,8,2026-01-28T18:46:58.637659,03 00 03 00 04 4B 86 3D,03000300,0.000000
945,0,0x110,STD,8,2026-01-28T18:46:58.661227,03 00 03 00 D2 94 A8 48,03000300,0.000000
946,0,0x10F,STD,8,2026-01-28T18:46:58.718239,03 00 03 00 A3 14 48 3D,03000300,0.000000
947,0,0x110,STD,8,2026-01-28T18:46:58.742245,03 00 03 00 8B A3 84 48,03000300,0.000000
948,0,0x10F,STD,8,2026-01-28T18:46:58.799264,03 00 03 00 C8 4B 78 3D,03000300,0.000000
949,0,0x110,STD,8,2026-01-28T18:46:58.823263,03 00 03 00 AD 13 AE 47,03000300,0.000000
950,0,0x10F,STD,8,2026-01-28T18:46:58.880275,03 00 03 00 87 E0 5A 3D,03000300,0.000000
951,0,0x110,STD,8,2026-01-28T18:46:58.903866,03 00 03 00 5A 88 9C 48,03000300,0.000000
952,0,0x10F,STD,8,2026-01-28T18:46:58.960879,03 00 03 00 1E 01 66 3D,03000300,0.000000
953,0,0x110,STD,8,2026-01-28T18:46:58.984885,03 00 03 00 BB FF D7 48,03000300,0.000000
954,0,0x10F,STD,8,2026-01-28T18:46:59.041897,03 00 03 00 D7 9F 7D 3D,03000300,0.000000
955,0,0x110,STD,8,2026-01-28T18:46:59.065903,03 00 03 00 50 CB AC 48,03000300,0.000000
956,0,0x10F,STD,8,2026-01-28T18:46:59.111196,03 00 03 00 98 04 3A 3D,03000300,0.000000
957,0,0x110,STD,8,2026-01-28T18:46:59.135201,03 00 03 00 1F 56 D9 48,03000300,0.000000
958,0,0x10F,STD,8,2026-01-28T18:46:59.192214,03 00 03 00 F6 48 5B 3D,03000300,0.000000
959,0,0x110,STD,8,2026-01-28T18:46:59.216220,03 00 03 00 BB 83 88 48,03000300,0.000000
960,0,0x10F,STD,8,2026-01-28T18:46:59.273233,03 00 03 00 9B E5 20 3D,03000300,0.000000
961,0,0x110,STD,8,2026-01-28T18:46:59.297237,03 00 03 00 DA 67 51 48,03000300,0.000000
962,0,0x10F,STD,8,2026-01-28T18:46:59.354251,03 00 03 00 01 AB 3C 3D,03000300,0.000000
963,0,0x110,STD,8,2026-01-28T18:46:59.378256,03 00 03 00 41 89 7E 48,03000300,0.000000
964,0,0x10F,STD,8,2026-01-28T18:46:59.435269,03 00 03 00 66 AC E0 3C,03000300,0.000000
965,0,0x110,STD,8,2026-01-28T18:46:59.459274,03 00 03 00 84 C5 4B 48,03000300,0.000000
966,0,0x10F,STD,8,2026-01-28T18:46:59.516287,03 00 03 00 55 82 5A 3D,03000300,0.000000
967,0,0x110,STD,8,2026-01-28T18:46:59.540293,03 00 03 00 48 3C 87 47,03000300,0.000000
968,0,0x10F,STD,8,2026-01-28T18:46:59.597306,03 00 03 00 CF 8A 30 3D,03000300,0.000000
969,0,0x10F,STD,8,2026-01-28T18:46:59.621310,03 00 01 00 00 00 00 00,03000100,0.000000
970,0,0x110,STD,8,2026-01-28T18:46:59.621310,03 00 03 00 14 1A B7 47,03000300,0.000000
971,0,0x10F,STD,8,2026-01-28T18:46:59.621310,03 00 01 00 00 00 00 00,03000100,0.000000
972,0,0x110,STD,8,2026-01-28T18:46:59.621310,03 00 01 00 00 00 00 00,03000100,0.000000
973,0,0x10F,STD,8,2026-01-28T18:46:59.621310,03 00 02 00 46 78 39 41,03000200,0.000000
974,0,0x10F,STD,8,2026-01-28T18:46:59.678324,03 00 03 00 3A 28 2D 3D,03000300,0.000000
975,0,0x110,STD,8,2026-01-28T18:46:59.702329,03 00 03 00 9B 10 AD 48,03000300,0.000000
976,0,0x10F,STD,8,2026-01-28T18:46:59.759342,03 00 03 00 DD E4 4F 3D,03000300,0.000000
977,0,0x110,STD,8,2026-01-28T18:46:59.783347,03 00 03 00 88 5E 13 49,03000300,0.000000
978,0,0x10F,STD,8,2026-01-28T18:46:59.840041,03 00 03 00 37 E2 20 3D,03000300,0.000000
979,0,0x110,STD,8,2026-01-28T18:46:59.853044,03 00 03 00 1E 9A 96 48,03000300,0.000000
980,0,0x10F,STD,8,2026-01-28T18:46:59.910056,03 00 03 00 CB 69 43 3D,03000300,0.000000
981,0,0x110,STD,8,2026-01-28T18:46:59.934062,03 00 03 00 3E BA BA 48,03000300,0.000000
982,0,0x10F,STD,8,2026-01-28T18:46:59.991075,03 00 03 00 AD BD 08 3D,03000300,0.000000
983,0,0x110,STD,8,2026-01-28T18:47:00.015080,03 00 03 00 64 E2 B4 48,03000300,0.000000
984,0,0x10F,STD,8,2026-01-28T18:47:00.071596,03 00 03 00 A6 95 2F 3D,03000300,0.000000
985,0,0x110,STD,8,2026-01-28T18:47:00.095601,03 00 03 00 37 41 4C 48,03000300,0.000000
986,0,0x10F,STD,8,2026-01-28T18:47:00.152614,03 00 03 00 70 88 2F 3D,03000300,0.000000
987,0,0x110,STD,8,2026-01-28T18:47:00.176619,03 00 03 00 7D 09 F3 48,03000300,0.000000
988,0,0x10F,STD,8,2026-01-28T18:47:00.233136,03 00 03 00 CF 91 35 3D,03000300,0.000000
989,0,0x110,STD,8,2026-01-28T18:47:00.257141,03 00 03 00 3F A0 B7 48,03000300,0.000000
990,0,0x10F,STD,8,2026-01-28T18:47:00.314154,03 00 03 00 B0 ED 94 3D,03000300,0.000000
991,0,0x110,STD,8,2026-01-28T18:47:00.338159,03 00 03 00 8D 4C AE 48,03000300,0.000000
992,0,0x10F,STD,8,2026-01-28T18:47:00.391171,03 00 03 00 59 D7 1D 3D,03000300,0.000000
993,0,0x110,STD,8,2026-01-28T18:47:00.415176,03 00 03 00 E9 E1 CA 48,03000300,0.000000
994,0,0x10F,STD,8,2026-01-28T18:47:00.472189,03 00 03 00 A0 18 54 3D,03000300,0.000000
995,0,0x110,STD,8,2026-01-28T18:47:00.496195,03 00 03 00 0C 3D E5 48,03000300,0.000000
996,0,0x10F,STD,8,2026-01-28T18:47:00.553207,03 00 03 00 2B 38 53 3D,03000300,0.000000
997,0,0x110,STD,8,2026-01-28T18:47:00.576716,03 00 03 00 7B CC 14 49,03000300,0.000000
998,0,0x10F,STD,8,2026-01-28T18:47:00.633729,03 00 03 00 8C 81 B0 3C,03000300,0.000000
999,0,0x110,STD,8,2026-01-28T18:47:00.657734,03 00 03 00 1F 5B F7 48,03000300,0.000000
1000,0,0x110,STD,8,2026-01-28T18:47:00.670737,03 00 02 00 46 78 39 41,03000200,0.000000
1001,0,0x10F,STD,8,2026-01-28T18:47:00.670737,03 00 02 00 8D 89 2A 41,03000200,0.000000
1002,0,0x110,STD,8,2026-01-28T18:47:00.670737,03 00 02 00 8D 89 2A 41,03000200,0.000000
1003,0,0x10F,STD,8,2026-01-28T18:47:00.670737,03 00 01 00 00 00 00 00,03000100,0.000000
1004,0,0x10F,STD,8,2026-01-28T18:47:00.716748,03 00 03 00 7C 78 12 3D,03000300,0.000000
1005,0,0x110,STD,8,2026-01-28T18:47:00.729751,03 00 03 00 12 0F AF 48,03000300,0.000000
1006,0,0x10F,STD,8,2026-01-28T18:47:00.786763,03 00 03 00 CC 59 CB 3C,03000300,0.000000
1007,0,0x110,STD,8,2026-01-28T18:47:00.810191,03 00 03 00 D9 EC DE 48,03000300,0.000000
1008,0,0x10F,STD,8,2026-01-28T18:47:00.867204,03 00 03 00 5D C3 5C 3D,03000300,0.000000
1009,0,0x110,STD,8,2026-01-28T18:47:00.891209,03 00 03 00 A7 C7 C2 48,03000300,0.000000
1010,0,0x10F,STD,8,2026-01-28T18:47:00.947725,03 00 03 00 F8 C8 55 3D,03000300,0.000000
1011,0,0x110,STD,8,2026-01-28T18:47:00.972731,03 00 03 00 C3 2C 4D 48,03000300,0.000000
1012,0,0x10F,STD,8,2026-01-28T18:47:01.029743,03 00 03 00 09 B5 4A 3D,03000300,0.000000
1013,0,0x110,STD,8,2026-01-28T18:47:01.053749,03 00 03 00 77 0B 27 48,03000300,0.000000
1014,0,0x10F,STD,8,2026-01-28T18:47:01.110762,03 00 03 00 53 18 5A 3D,03000300,0.000000
1015,0,0x110,STD,8,2026-01-28T18:47:01.134767,03 00 03 00 0F 10 50 48,03000300,0.000000
1016,0,0x10F,STD,8,2026-01-28T18:47:01.191583,03 00 03 00 02 E5 26 3D,03000300,0.000000
1017,0,0x110,STD,8,2026-01-28T18:47:01.215588,03 00 03 00 DC D6 90 47,03000300,0.000000
1018,0,0x10F,STD,8,2026-01-28T18:47:01.272601,03 00 03 00 1B CB 52 3D,03000300,0.000000
1019,0,0x110,STD,8,2026-01-28T18:47:01.296606,03 00 03 00 47 C5 E6 47,03000300,0.000000
1020,0,0x10F,STD,8,2026-01-28T18:47:01.353620,03 00 03 00 13 51 0F 3D,03000300,0.000000
1021,0,0x110,STD,8,2026-01-28T18:47:01.377282,03 00 03 00 71 50 8F 47,03000300,0.000000
1022,0,0x10F,STD,8,2026-01-28T18:47:01.423577,03 00 03 00 2B 14 83 3D,03000300,0.000000
1023,0,0x110,STD,8,2026-01-28T18:47:01.447582,03 00 03 00 DB FF A7 47,03000300,0.000000
1024,0,0x10F,STD,8,2026-01-28T18:47:01.504595,03 00 03 00 F4 1E 2B 3D,03000300,0.000000
1025,0,0x110,STD,8,2026-01-28T18:47:01.527173,03 00 03 00 8C EC 40 48,03000300,0.000000
1026,0,0x10F,STD,8,2026-01-28T18:47:01.584186,03 00 03 00 5F 1D 38 3D,03000300,0.000000
1027,0,0x110,STD,8,2026-01-28T18:47:01.607705,03 00 03 00 8C D2 86 48,03000300,0.000000
1028,0,0x10F,STD,8,2026-01-28T18:47:01.664718,03 00 03 00 AC BC 57 3D,03000300,0.000000
1029,0,0x110,STD,8,2026-01-28T18:47:01.688723,03 00 03 00 5F 4B 10 48,03000300,0.000000
1030,0,0x110,STD,8,2026-01-28T18:47:01.712565,03 00 01 00 00 00 00 00,03000100,0.000000
1031,0,0x10F,STD,8,2026-01-28T18:47:01.712565,03 00 02 00 5E 6B 33 41,03000200,0.000000
1032,0,0x110,STD,8,2026-01-28T18:47:01.712565,03 00 02 00 5E 6B 33 41,03000200,0.000000
1033,0,0x10F,STD,8,2026-01-28T18:47:01.712565,03 00 01 00 00 00 00 00,03000100,0.000000
1034,0,0x10F,STD,8,2026-01-28T18:47:01.747573,03 00 03 00 CE D8 1F 3D,03000300,0.000000
1035,0,0x110,STD,8,2026-01-28T18:47:01.771579,03 00 03 00 BE 9C 82 48,03000300,0.000000
1036,0,0x10F,STD,8,2026-01-28T18:47:01.828592,03 00 03 00 9C D9 56 3D,03000300,0.000000
1037,0,0x110,STD,8,2026-01-28T18:47:01.852597,03 00 03 00 96 73 18 48,03000300,0.000000
1038,0,0x10F,STD,8,2026-01-28T18:47:01.909077,03 00 03 00 1E 08 CB 3C,03000300,0.000000
1039,0,0x110,STD,8,2026-01-28T18:47:01.933082,03 00 03 00 36 D8 87 48,03000300,0.000000
1040,0,0x10F,STD,8,2026-01-28T18:47:01.990095,03 00 03 00 AA 38 1D 3D,03000300,0.000000
1041,0,0x110,STD,8,2026-01-28T18:47:02.014101,03 00 03 00 F7 95 19 48,03000300,0.000000
1042,0,0x10F,STD,8,2026-01-28T18:47:02.071113,03 00 03 00 6C 90 BF 3C,03000300,0.000000
1043,0,0x110,STD,8,2026-01-28T18:47:02.095119,03 00 03 00 15 1D 4E 47,03000300,0.000000
1044,0,0x10F,STD,8,2026-01-28T18:47:02.141129,03 00 03 00 F1 08 13 3D,03000300,0.000000
1045,0,0x110,STD,8,2026-01-28T18:47:02.165135,03 00 03 00 FA 91 04 48,03000300,0.000000
1046,0,0x10F,STD,8,2026-01-28T18:47:02.222148,03 00 03 00 3C 19 36 3D,03000300,0.000000
1047,0,0x110,STD,8,2026-01-28T18:47:02.246153,03 00 03 00 44 D1 12 48,03000300,0.000000
1048,0,0x10F,STD,8,2026-01-28T18:47:02.303165,03 00 03 00 06 0B 1E 3D,03000300,0.000000
1049,0,0x110,STD,8,2026-01-28T18:47:02.327171,03 00 03 00 F8 2D 7C 48,03000300,0.000000
1050,0,0x10F,STD,8,2026-01-28T18:47:02.383184,03 00 03 00 CE 43 63 3D,03000300,0.000000
1051,0,0x110,STD,8,2026-01-28T18:47:02.406548,03 00 03 00 AA DB D9 48,03000300,0.000000
1052,0,0x10F,STD,8,2026-01-28T18:47:02.463561,03 00 03 00 18 75 1C 3D,03000300,0.000000
1053,0,0x110,STD,8,2026-01-28T18:47:02.487566,03 00 03 00 51 ED 99 48,03000300,0.000000
1054,0,0x10F,STD,8,2026-01-28T18:47:02.544579,03 00 03 00 41 69 78 3D,03000300,0.000000
1055,0,0x110,STD,8,2026-01-28T18:47:02.568584,03 00 03 00 C6 47 B1 48,03000300,0.000000
1056,0,0x10F,STD,8,2026-01-28T18:47:02.625597,03 00 03 00 23 00 1E 3D,03000300,0.000000
1057,0,0x110,STD,8,2026-01-28T18:47:02.649603,03 00 03 00 D2 B8 CD 48,03000300,0.000000
1058,0,0x10F,STD,8,2026-01-28T18:47:02.706537,03 00 03 00 54 9A 66 3D,03000300,0.000000
1059,0,0x110,STD,8,2026-01-28T18:47:02.730543,03 00 03 00 75 9E 99 48,03000300,0.000000
1060,0,0x110,STD,8,2026-01-28T18:47:02.765550,03 00 01 00 00 00 00 00,03000100,0.000000
1061,0,0x110,STD,8,2026-01-28T18:47:02.765550,03 00 02 00 A1 A0 3C 41,03000200,0.000000
1062,0,0x10F,STD,8,2026-01-28T18:47:02.765550,03 00 01 00 00 00 00 00,03000100,0.000000
1063,0,0x110,STD,8,2026-01-28T18:47:02.765550,03 00 01 00 00 00 00 00,03000100,0.000000
1064,0,0x10F,STD,8,2026-01-28T18:47:02.778553,03 00 03 00 C4 8E 8D 3D,03000300,0.000000
1065,0,0x110,STD,8,2026-01-28T18:47:02.813561,03 00 03 00 C1 BD 69 48,03000300,0.000000
1066,0,0x10F,STD,8,2026-01-28T18:47:02.859571,03 00 03 00 07 7D 37 3D,03000300,0.000000
1067,0,0x110,STD,8,2026-01-28T18:47:02.883577,03 00 03 00 CA 04 AB 48,03000300,0.000000
1068,0,0x10F,STD,8,2026-01-28T18:47:02.940589,03 00 03 00 D6 B3 7F 3D,03000300,0.000000
1069,0,0x110,STD,8,2026-01-28T18:47:02.964595,03 00 03 00 FA 16 EC 48,03000300,0.000000
1070,0,0x10F,STD,8,2026-01-28T18:47:03.021608,03 00 03 00 19 81 52 3D,03000300,0.000000
1071,0,0x110,STD,8,2026-01-28T18:47:03.045613,03 00 03 00 B2 3D B1 48,03000300,0.000000
1072,0,0x10F,STD,8,2026-01-28T18:47:03.102626,03 00 03 00 74 17 54 3D,03000300,0.000000
1073,0,0x110,STD,8,2026-01-28T18:47:03.126631,03 00 03 00 08 6E AD 48,03000300,0.000000
1074,0,0x10F,STD,8,2026-01-28T18:47:03.183644,03 00 03 00 AA 8D 55 3D,03000300,0.000000
1075,0,0x110,STD,8,2026-01-28T18:47:03.207522,03 00 03 00 8C 17 8A 48,03000300,0.000000
1076,0,0x10F,STD,8,2026-01-28T18:47:03.264536,03 00 03 00 01 6B 5C 3D,03000300,0.000000
1077,0,0x110,STD,8,2026-01-28T18:47:03.288541,03 00 03 00 F5 9C A6 48,03000300,0.000000
1078,0,0x10F,STD,8,2026-01-28T18:47:03.345554,03 00 03 00 36 23 6A 3D,03000300,0.000000
1079,0,0x110,STD,8,2026-01-28T18:47:03.369559,03 00 03 00 6E 6E 8E 48,03000300,0.000000
1080,0,0x10F,STD,8,2026-01-28T18:47:03.425644,03 00 03 00 20 92 20 3D,03000300,0.000000
1081,0,0x110,STD,8,2026-01-28T18:47:03.449650,03 00 03 00 6A 37 8B 48,03000300,0.000000
1082,0,0x10F,STD,8,2026-01-28T18:47:03.506662,03 00 03 00 97 07 4B 3D,03000300,0.000000
1083,0,0x110,STD,8,2026-01-28T18:47:03.530668,03 00 03 00 05 F8 12 48,03000300,0.000000
1084,0,0x10F,STD,8,2026-01-28T18:47:03.576180,03 00 03 00 0F 85 33 3D,03000300,0.000000
1085,0,0x110,STD,8,2026-01-28T18:47:03.600186,03 00 03 00 3E A9 81 48,03000300,0.000000
1086,0,0x10F,STD,8,2026-01-28T18:47:03.657200,03 00 03 00 36 FF 3B 3D,03000300,0.000000
1087,0,0x110,STD,8,2026-01-28T18:47:03.680578,03 00 03 00 69 67 4E 48,03000300,0.000000
1088,0,0x10F,STD,8,2026-01-28T18:47:03.737500,03 00 03 00 E5 34 48 3D,03000300,0.000000
1089,0,0x110,STD,8,2026-01-28T18:47:03.761506,03 00 03 00 25 80 32 48,03000300,0.000000
1090,0,0x10F,STD,8,2026-01-28T18:47:03.818519,03 00 03 00 84 98 29 3D,03000300,0.000000
1091,0,0x10F,STD,8,2026-01-28T18:47:03.818519,03 00 02 00 A1 A0 3C 41,03000200,0.000000
1092,0,0x10F,STD,8,2026-01-28T18:47:03.818519,03 00 02 00 A1 A0 3C 41,03000200,0.000000
1093,0,0x110,STD,8,2026-01-28T18:47:03.818519,03 00 02 00 A1 A0 3C 41,03000200,0.000000
1094,0,0x10F,STD,8,2026-01-28T18:47:03.818519,03 00 01 00 00 00 00 00,03000100,0.000000
1095,0,0x110,STD,8,2026-01-28T18:47:03.843525,03 00 03 00 67 07 C2 48,03000300,0.000000
1096,0,0x10F,STD,8,2026-01-28T18:47:03.900538,03 00 03 00 5D 3A 6E 3D,03000300,0.000000
1097,0,0x110,STD,8,2026-01-28T18:47:03.924188,03 00 03 00 4C 26 D1 48,03000300,0.000000
1098,0,0x10F,STD,8,2026-01-28T18:47:03.983201,03 00 03 00 E9 E5 23 3D,03000300,0.000000
1099,0,0x110,STD,8,2026-01-28T18:47:04.007207,03 00 03 00 29 8C 84 48,03000300,0.000000
1100,0,0x10F,STD,8,2026-01-28T18:47:04.064220,03 00 03 00 C7 5A 75 3D,03000300,0.000000
1101,0,0x110,STD,8,2026-01-28T18:47:04.088225,03 00 03 00 DC 05 85 48,03000300,0.000000
1102,0,0x10F,STD,8,2026-01-28T18:47:04.134235,03 00 03 00 60 34 5F 3D,03000300,0.000000
1103,0,0x110,STD,8,2026-01-28T18:47:04.157806,03 00 03 00 C7 85 D2 47,03000300,0.000000
1104,0,0x10F,STD,8,2026-01-28T18:47:04.214819,03 00 03 00 54 DD 62 3D,03000300,0.000000
1105,0,0x110,STD,8,2026-01-28T18:47:04.238825,03 00 03 00 33 FE 84 48,03000300,0.000000
1106,0,0x10F,STD,8,2026-01-28T18:47:04.295837,03 00 03 00 0A E4 93 3D,03000300,0.000000
1107,0,0x110,STD,8,2026-01-28T18:47:04.319843,03 00 03 00 C1 ED 66 48,03000300,0.000000
1108,0,0x10F,STD,8,2026-01-28T18:47:04.378856,03 00 03 00 CF 7B 34 3D,03000300,0.000000
